"id_expediente","numero","num_orden","id_tipo","id_exp_asociado","id_tipo_cliente","id_estado","capital","agencia","agencia_num","siniestro_num","traslado","literales_no","poliza_num","fecha_solic","hora_solic","id_cliente","id_user","fecha_alta","fecha_baja","id_serie"
"1113","104/2018","104/2018","1",NULL,"1","4",,"SANTA LUCIA",,,NULL,"0",,"2018-04-07",NULL,"7","4","2018-04-07",NULL,"0"
"1114","105/2018","105/2018","1",NULL,"1","4","1.606.00",,,,NULL,"0",,"2018-04-08",NULL,"7","4","2018-04-08",NULL,"0"
"1115","106/2018","106/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-04-08",NULL,"745","4","2018-04-08",NULL,"0"
"1116","96/2018","96/2018","1",NULL,"2","4",,"PARTICULAR ",,,NULL,"0",,"2018-04-09",NULL,"736","4","2018-04-09",NULL,"0"
"1117","107/2018","107/2018","1",NULL,"2","4",,"PARTICULAR ",,,NULL,"0",,"2018-04-09",NULL,"746","4","2018-04-10",NULL,"0"
"1118","108/2018","108/2018","1",NULL,"2","4",,"PARICULAR ",,,NULL,"0",,"2018-04-10",NULL,"183","4","2018-04-10",NULL,"0"
"1119","109/2018","109/2018","1",NULL,"2","4","2122.42","OCASO",,,NULL,"0",,"2018-04-11",NULL,"949","4","2018-04-11",NULL,"0"
"1120","110/2018","110/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-04-12",NULL,"747","4","2018-04-12",NULL,"0"
"1121","V 20/2018","20/2018","3",NULL,"1","1",,,,,NULL,"0",,"2018-04-12",NULL,"2","4","2018-04-12",NULL,"0"
"1122","111/2018","111/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-04-13",NULL,"748","4","2018-04-13",NULL,"0"
"1123","112/2018","112/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-04-14",NULL,"749","4","2018-04-14",NULL,"0"
"1124","113/2018","113/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-04-14",NULL,"750","4","2018-04-14",NULL,"0"
"1125","P 12/2018","12/2018","2",NULL,"2","1",,,,,NULL,"0",,"2018-04-14",NULL,"0","4","2018-04-14",NULL,"0"
"1126","114/2018","114/2018","1",NULL,"1","4","1.655",,,"20640148",NULL,"0",,"2018-04-14",NULL,"7","4","2018-04-14",NULL,"0"
"1127","115/2018","115/2018","1",NULL,"1","4","1639","SANTA LUCIA",,"20653778",NULL,"0","1282567696","2018-04-17",NULL,"7","4","2018-04-17",NULL,"0"
"1128","116/2018","116/2018","1",NULL,"2","4",,"PARTICULAR ",,,NULL,"0",,"2018-04-18",NULL,"753","4","2018-04-18",NULL,"0"
"1129","117/2018","117/2018","1",NULL,"2","4",,"PARTICULAR ",,,NULL,"0",,"2018-04-19",NULL,"752","4","2018-04-19",NULL,"0"
"1130","V 21/2018","21/2018","3",NULL,"1","4",,,,,NULL,"0",,"2018-04-19",NULL,"2","4","2018-04-19",NULL,"0"
"1131","V 22/2018","22/2018","3",NULL,"1","4",,,,,NULL,"0",,"2018-04-19",NULL,"2","4","2018-04-19",NULL,"0"
"1132","V 23/2018","23/2018","3",NULL,"1","4",,,,,NULL,"0",,"2018-04-19",NULL,"2","4","2018-04-19",NULL,"0"
"1133","118/2018","118/2018","1",NULL,"1","4",,"MAPFRE ",,,NULL,"0","0809980363166","2018-04-20",NULL,"2","4","2018-04-20",NULL,"0"
"1134","V 24/2018","24/2018","3",NULL,"1","4",,,,,NULL,"0",,"2018-04-20",NULL,"2","4","2018-04-20",NULL,"0"
"1135","119/2018","119/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-04-21",NULL,"172","4","2018-04-21",NULL,"0"
"1136","120/2018","120/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-04-21",NULL,"796","4","2018-04-21",NULL,"0"
"1137","121/2018","121/2018","1",NULL,"1","4",,"A.F.S.F",,,NULL,"0",,"2018-04-26",NULL,"2","4","2018-04-26",NULL,"0"
"1138","122/2018","122/2018","1",NULL,"1","4",,"STA LUCIA ",,,NULL,"0",,"2018-04-26",NULL,"7","4","2018-04-26",NULL,"0"
"1139","V 25/2018","25/2018","3",NULL,"1","4",,,,,NULL,"0","0779417263534","2018-04-27",NULL,"2","4","2018-04-27",NULL,"0"
"1140","123/2018","123/2018","1",NULL,"2","4",,"PARTICULAR ",,,NULL,"0",,"2018-04-29",NULL,"755","4","2018-04-29",NULL,"0"
"1141","124/2018","124/2018","1",NULL,"2","4",,"PARTICULAR ",,,NULL,"0",,"2018-04-28",NULL,"756","4","2018-04-29",NULL,"0"
"1142","125/2018","125/2018","1",NULL,"1","4",,"A.F.S.A",,,NULL,"0",,"2018-04-28",NULL,"2","4","2018-04-29",NULL,"0"
"1143","126/2018","126/2018","1",NULL,"1","4",,,,,NULL,"0","20731594","2018-04-30",NULL,"7","4","2018-04-30",NULL,"0"
"1144","127/2018","127/2018","1",NULL,"2","4",,"PARTICULAR ",,,NULL,"0",,"2018-05-01",NULL,"757","4","2018-05-01",NULL,"0"
"1145","V 26/2018","26/2018","3",NULL,"2","4",,,,,NULL,"0",,"2018-05-02",NULL,"758","4","2018-05-02",NULL,"0"
"1147","128/2018","128/2018","1",NULL,"1","4",,,,"20737997",NULL,"0",,"2018-05-03",NULL,"7","4","2018-05-03",NULL,"0"
"1148","129/2018","129/2018","1",NULL,"1","4",,,,"20738969",NULL,"0",,"2018-05-03",NULL,"7","4","2018-05-03",NULL,"0"
"1149","130/2018","130/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-05-03",NULL,"759","4","2018-05-03",NULL,"0"
"1150","131/2018","131/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-05-03",NULL,"760","4","2018-05-03",NULL,"0"
"1151","132/2018","132/2018","1",NULL,"1","4",,"A.F.S.F",,,NULL,"0",,"2018-05-03",NULL,"2","4","2018-05-03",NULL,"0"
"1152","133/2018","133/2018","1",NULL,"1","4",,"SANTA LUCIA",,"134143694",NULL,"0",,"2018-05-04",NULL,"7","4","2018-05-04",NULL,"0"
"1153","V 28/2018","28/2018","3",NULL,"1","4",,"MAPFRE ",,"0779580086858",NULL,"0",,"2018-05-05",NULL,"2","4","2018-05-05",NULL,"0"
"1154","134/2018","134/2018","1",NULL,"1","4",,"SANTA LUCIA",,,NULL,"0","1280833 25 696/000","2018-05-07",NULL,"7","4","2018-05-07",NULL,"0"
"1155","V 29/2018","29/2018","3",NULL,"2","4",,,,,NULL,"0",,"2018-05-08",NULL,"761","4","2018-05-08",NULL,"0"
"1156","135/2018","135/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-05-08",NULL,"762","4","2018-05-08",NULL,"0"
"1157","136/2018","136/2018","1",NULL,"1","4",,"SANTA LUCIA",,"20765447",NULL,"0",,"2018-05-09",NULL,"7","4","2018-05-09",NULL,"0"
"1158","137/2018","137/2018","1",NULL,"1","4",,"MAPFRE ",,,NULL,"0",,"2018-05-09",NULL,"2","4","2018-05-10",NULL,"0"
"1159","V 30/2018","30/2018","3",NULL,"1","4",,"MAPFRE ",,,NULL,"0",,"2018-05-11",NULL,"2","4","2018-05-11",NULL,"0"
"1160","138/2018","138/2018","1",NULL,"1","4",,,,,NULL,"0","04380144-9","2018-05-11",NULL,"60","4","2018-05-11",NULL,"0"
"1161","139/2018","139/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-05-15",NULL,"763","4","2018-05-15",NULL,"0"
"1162","140/2018","140/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-05-15",NULL,"764","4","2018-05-15",NULL,"0"
"1163","141/2018","141/2018","1",NULL,"1","4",,,,,NULL,"0",,"2018-05-18",NULL,"72","4","2018-05-18",NULL,"0"
"1164","142/2018","142/2018","1",NULL,"1","4","1730.00","SANTA LUCIA",,"20828713",NULL,"0","637225","2018-05-21","03:30:00","7","4","2018-05-21",NULL,"0"
"1165","143/2018","143/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-05-22",NULL,"768","4","2018-05-22",NULL,"0"
"1166","144/2018","144/2018","1",NULL,"1","4",,,,,NULL,"0",,"2018-05-25",NULL,"7","4","2018-05-25",NULL,"0"
"1167","145/2018","145/2018","1",NULL,"1","4",,,,"20877773",NULL,"0",,"2018-05-26",NULL,"7","4","2018-05-26",NULL,"0"
"1168","146/2018","146/2018","1",NULL,"2","4",,"PARTICULAR ",,,NULL,"0",,"2018-05-27",NULL,"767","4","2018-05-27",NULL,"0"
"1169","147/2018","147/2018","1",NULL,"1","4",,"MAPFRE ",,,NULL,"0",,"2018-05-28",NULL,"2","4","2018-05-28",NULL,"0"
"1170","V 31/2018","31/2018","3",NULL,"1","4",,,,,NULL,"0",,"2018-05-29",NULL,"2","4","2018-05-29",NULL,"0"
"1171","148/2018","148/2018","1",NULL,"1","4",,,,,NULL,"0",,"2018-05-29",NULL,"2","0","2018-05-29",NULL,"0"
"1172","149/2018","149/2018","1",NULL,"2","4",,"PARTICULAR ",,,NULL,"0",,"2018-05-30",NULL,"769","4","2018-05-30",NULL,"0"
"1173","150/2018","150/2018","1",NULL,"1","4",,,,"20896176",NULL,"0",,"2018-05-31",NULL,"7","4","2018-05-31",NULL,"0"
"1176","152/2018","152/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-01",NULL,"770","4","2018-06-01",NULL,"0"
"1177","153/2018","153/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-02",NULL,"771","4","2018-06-02",NULL,"0"
"1178","154/2018","154/2018","1",NULL,"2","4",,"PARTICULAR ",,,NULL,"0",,"2018-06-03",NULL,"772","4","2018-06-03",NULL,"0"
"1179","155/2018","155/2018","1",NULL,"1","4",,"AYUNTAMIENTO ICOD DE LOS VINOS",,,NULL,"0",,"2018-06-07",NULL,"483","4","2018-06-07",NULL,"0"
"1180","156/2018","156/2018","1",NULL,"1","4",,"MERIDIANO",,,NULL,"0","MER0027012/00327802","2018-06-09",NULL,"12","4","2018-06-09",NULL,"0"
"1181","157/2018","157/2018","1",NULL,"1","4",,"MGS",,,NULL,"0",,"2018-06-11",NULL,"411","4","2018-06-11",NULL,"0"
"1182","158/2018","158/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-13",NULL,"774","4","2018-06-13",NULL,"0"
"1183","159/2018","159/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-13",NULL,"775","4","2018-06-13",NULL,"0"
"1184","P 13/2018","13/2018","2",NULL,"2","1",,,,,NULL,"0",,"2018-06-13",NULL,"0","4","2018-06-13",NULL,"0"
"1185","160/2018","160/2018","1",NULL,"1","4",,,,,NULL,"0",,"2018-06-14",NULL,"7","4","2018-06-14",NULL,"0"
"1186","161/2018","161/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-14",NULL,"776","4","2018-06-14",NULL,"0"
"1187","V 32/2018","32/2018","3",NULL,"2","4",,,,,NULL,"0",,"2018-06-15",NULL,"758","4","2018-06-15",NULL,"0"
"1188","162/2018","162/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-16",NULL,"777","4","2018-06-16",NULL,"0"
"1189","163/2018","163/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-17",NULL,"778","4","2018-06-17",NULL,"0"
"1190","164/2018","164/2018","1",NULL,"1","4","1.655",,,"20974559",NULL,"0","121680","2018-06-17",NULL,"7","4","2018-06-17",NULL,"0"
"1191","165/2018","165/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-18",NULL,"779","4","2018-06-18",NULL,"0"
"1192","166/2018","166/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-18",NULL,"781","4","2018-06-18",NULL,"0"
"1193","167/2018","167/2018","1",NULL,"2","4",,"PARTICULAR ",,,NULL,"0",,"2018-06-19",NULL,"878","4","2018-06-19",NULL,"0"
"1195","168/2018","168/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-21",NULL,"782","4","2018-06-21",NULL,"0"
"1196","169/2018","169/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-21",NULL,"783","4","2018-06-21",NULL,"0"
"1197","170/2018","170/2018","1",NULL,"1","4",,"MAPFRE ",,,NULL,"0",,"2018-06-22",NULL,"2","4","2018-06-22",NULL,"0"
"1198","V 33/2018","33/2018","3","1197","1","4",,,,,NULL,"0",,"2018-06-22",NULL,"2","4","2018-06-22",NULL,"0"
"1199","171/2018","171/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-23",NULL,"784","4","2018-06-23",NULL,"0"
"1200","172/2018","172/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-25",NULL,"785","4","2018-06-25",NULL,"0"
"1201","173/2018","173/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-25",NULL,"789","4","2018-06-25",NULL,"0"
"1202","174/2018","174/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-25",NULL,"798","4","2018-06-25",NULL,"0"
"1203","175/2018","175/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-25",NULL,"788","4","2018-06-25",NULL,"0"
"1204","176/2018","176/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-27",NULL,"790","4","2018-06-27",NULL,"0"
"1205","177/2018","177/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-29",NULL,"792","4","2018-06-30",NULL,"0"
"1206","178/2018","178/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-30",NULL,"793","4","2018-06-30",NULL,"0"
"1207","179/2018","179/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-06-29",NULL,"794","4","2018-06-30",NULL,"0"
"1208","180/2018","180/2018","1",NULL,"1","4",,"CASER ",,,NULL,"0",,"2018-07-01",NULL,"11","4","2018-07-02",NULL,"0"
"1209","181/2018","181/2018","1",NULL,"1","4",,,,,NULL,"0",,"2018-07-02",NULL,"2","4","2018-07-03",NULL,"0"
"1210","182/2018","182/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-07-02",NULL,"335","4","2018-07-03",NULL,"0"
"1211","183/2018","183/2018","1",NULL,"1","4",,"SANTA LUCIA",,,NULL,"0",,"2018-07-03",NULL,"7","4","2018-07-03",NULL,"0"
"1212","184/2018","184/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-07-03",NULL,"795","4","2018-07-04",NULL,"0"
"1213","185/2018","185/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-07-08",NULL,"1531","4","2018-07-09",NULL,"0"
"1214","186/2018","186/2018","1",NULL,"1","4",,,,,NULL,"0",,"2018-07-08",NULL,"2","4","2018-07-09",NULL,"0"
"1215","V 34/2018","34/2018","3","1214","1","4",,,,,NULL,"0",,"2018-07-09",NULL,"2","4","2018-07-09",NULL,"0"
"1216","V 35/2018","35/2018","3",NULL,"1","4",,,,,NULL,"0",,"2018-07-14",NULL,"13","4","2018-07-14",NULL,"0"
"1217","187/2018","187/2018","1",NULL,"1","4",,,,,NULL,"0",,"2018-07-14",NULL,"2","4","2018-07-14",NULL,"0"
"1218","188/2018","188/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-07-16",NULL,"271","4","2018-07-16",NULL,"0"
"1219","189/2018","189/2018","1",NULL,"1","4",,,,"21162583",NULL,"0",,"2018-07-16",NULL,"7","4","2018-07-17",NULL,"0"
"1221","P 14/2018","14/2018","2",NULL,"0","1",,,,,NULL,"0",,"2018-07-17",NULL,"0","4","2018-07-17",NULL,"0"
"1222","190/2018","190/2018","1",NULL,"1","4","1.655","SANTA LUCIA",,,NULL,"0","134152352","2018-07-17",NULL,"7","4","2018-07-18",NULL,"0"
"1223","191/2018","191/2018","1",NULL,"1","4",,,,,NULL,"0",,"2018-07-17",NULL,"8","4","2018-07-18",NULL,"0"
"1224","192/2018","192/2018","1",NULL,"1","4",,,,"0360341166648",NULL,"0",,"2018-07-19",NULL,"2","4","2018-07-20",NULL,"0"
"1225","P 15/2018","15/2018","2",NULL,"2","1",,,,,NULL,"0",,"2018-07-20",NULL,"0","4","2018-07-20",NULL,"0"
"1227","193/2018","193/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-07-20",NULL,"801","4","2018-07-20",NULL,"0"
"1228","194/2018","194/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-07-20",NULL,"802","4","2018-07-21",NULL,"0"
"1229","V 36/2018","36/2018","3","1224","1","4",,,,,NULL,"0",,"2018-07-21",NULL,"2","4","2018-07-21",NULL,"0"
"1230","195/2018","195/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-07-24",NULL,"803","4","2018-07-25",NULL,"0"
"1231","V 37/2018","37/2018","3",NULL,"1","4",,,,,NULL,"0",,"2018-07-25",NULL,"2","4","2018-07-25",NULL,"0"
"1232","196/2018","196/2018","1",NULL,"1","4",,,,,NULL,"0",,"2018-07-25",NULL,"19","4","2018-07-26",NULL,"0"
"1233","197/2018","197/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-07-27",NULL,"804","4","2018-07-27",NULL,"0"
"1234","198/2018","198/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-07-29",NULL,"805","4","2018-07-30",NULL,"0"
"1235","199/2018","199/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-07-30",NULL,"806","4","2018-07-31",NULL,"0"
"1236","200/2018","200/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-07-30",NULL,"807","4","2018-07-31",NULL,"0"
"1237","P 16/2018","16/2018","2",NULL,"1","1",,,,,NULL,"0",,"2018-08-01",NULL,"19","4","2018-08-01",NULL,"0"
"1238","P 17/2018","17/2018","2",NULL,"1","1",,,,,NULL,"0",,"2018-08-01",NULL,"457","4","2018-08-01",NULL,"0"
"1239","201/2018","201/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-08-01",NULL,"808","4","2018-08-02",NULL,"0"
"1240","V 38/2018","38/2018","3",NULL,"1","4",,,,,NULL,"0",,"2018-08-04",NULL,"13","4","2018-08-04",NULL,"0"
"1241","202/2018","202/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-08-04",NULL,"809","4","2018-08-04",NULL,"0"
"1242","203/2018","203/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-08-06",NULL,"810","4","2018-08-07",NULL,"0"
"1243","204/2018","204/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-08-06",NULL,"811","4","2018-08-07",NULL,"0"
"1244","205/2018","205/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-08-07",NULL,"812","4","2018-08-07",NULL,"0"
"1245","206/2018","206/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-08-08",NULL,"813","4","2018-08-09",NULL,"0"
"1247","207/2018","207/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-08-13",NULL,"814","4","2018-08-13",NULL,"0"
"1248","208/2018","208/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-08-14",NULL,"827","4","2018-08-14",NULL,"0"
"1249","209/2018","209/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-08-16",NULL,"816","4","2018-08-16",NULL,"0"
"1250","210/2018","210/2018","1",NULL,"1","4",,,,,NULL,"0",,"2018-08-16",NULL,"7","4","2018-08-16",NULL,"0"
"1251","211/2018","211/2018","1",NULL,"2","4",,"PARTICULAR ",,,NULL,"0",,"2018-08-18",NULL,"817","4","2018-08-18",NULL,"0"
"1252","212/2018","212/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-08-22",NULL,"818","4","2018-08-23",NULL,"0"
"1253","213/2018","213/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-08-25",NULL,"819","4","2018-08-25",NULL,"0"
"1254","V 39/2018","39/2018","3",NULL,"1","3",,,,,NULL,"0",,"2018-08-27",NULL,"13","4","2018-08-27",NULL,"0"
"1255","V 40/2018","40/2018","3",NULL,"1","3",,,,,NULL,"0",,"2018-08-27",NULL,"13","4","2018-08-27",NULL,"0"
"1256","V 41/2018","41/2018","3",NULL,"1","4",,,,,NULL,"0",,"2018-08-31",NULL,"13","4","2018-08-31",NULL,"0"
"1257","V 42/2018","42/2018","3",NULL,"1","3",,,,,NULL,"0",,"2018-08-31",NULL,"13","4","2018-08-31",NULL,"0"
"1258","214/2018","214/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-09-02",NULL,"380","4","2018-09-03",NULL,"0"
"1259","215/2018","215/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-09-05",NULL,"821","4","2018-09-06",NULL,"0"
"1260","P 18/2018","18/2018","2",NULL,"2","1",,"PARTICULAR",,,NULL,"0",,"2018-09-06",NULL,"822","4","2018-09-06",NULL,"0"
"1261","216/2018","216/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-09-07",NULL,"823","4","2018-09-08",NULL,"0"
"1262","217/2018","217/2018","1",NULL,"1","4","1639.00",,,"21441246","1","0",,"2018-09-08",NULL,"7","4","2018-09-08",NULL,"0"
"1263","218/2018","218/2018","1",NULL,"1","4",,,,,NULL,"0","0809880167488","2018-09-07",NULL,"2","4","2018-09-08",NULL,"0"
"1264","219/2018","219/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-09-08",NULL,"824","4","2018-09-08",NULL,"0"
"1265","220/2018","220/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-09-09",NULL,"825","4","2018-09-10",NULL,"0"
"1266","P 19/2018","19/2018","2",NULL,"2","1",,,,,NULL,"0",,"2018-09-10",NULL,"826","4","2018-09-10",NULL,"0"
"1267","V 43/2018","43/2018","3",NULL,"1","3",,,,,NULL,"0",,"2018-09-10",NULL,"2","4","2018-09-10",NULL,"0"
"1268","P 20/2018","20/2018","2",NULL,"2","1",,,,,NULL,"0",,"2018-09-10",NULL,"799","4","2018-09-10",NULL,"0"
"1269","221/2018","221/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-09-12",NULL,"828","4","2018-09-12",NULL,"0"
"1270","222/2018","222/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-09-12",NULL,"104","4","2018-09-13",NULL,"0"
"1271","P 21/2018","21/2018","2",NULL,"2","1",,,,,NULL,"0",,"2018-09-14",NULL,"829","4","2018-09-14",NULL,"0"
"1272","223/2018","223/2018","1",NULL,"1","4",,,,"21470395",NULL,"0","134138027","2018-09-14",NULL,"7","4","2018-09-15",NULL,"0"
"1273","224/2018","224/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-09-15",NULL,"830","4","2018-09-15",NULL,"0"
"1274","225/2018","225/2018","1",NULL,"2","4",,"PARTICULAR ",,,NULL,"0",,"2018-09-16",NULL,"831","4","2018-09-16",NULL,"0"
"1275","226/2018","226/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-09-17",NULL,"141","4","2018-09-17",NULL,"0"
"1276","V 44/2018","44/2018","3",NULL,"1","3",,,,,NULL,"0",,"2018-09-17",NULL,"13","4","2018-09-17",NULL,"0"
"1277","V 45/2018","45/2018","3",NULL,"1","3",,,,,NULL,"0",,"2018-09-17",NULL,"13","4","2018-09-17",NULL,"0"
"1278","V 46/2018","46/2018","3",NULL,"1","3",,,,,NULL,"0",,"2018-09-17",NULL,"13","4","2018-09-17",NULL,"0"
"1279","227/2018","227/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-09-18",NULL,"832","4","2018-09-18",NULL,"0"
"1280","P 22/2018","22/2018","2",NULL,"2","1",,,,,NULL,"0",,"2018-09-20",NULL,"833","4","2018-09-20",NULL,"0"
"1281","228/2018","228/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-09-21",NULL,"834","4","2018-09-21",NULL,"0"
"1282","229/2018","229/2018","1",NULL,"1","4",,,,,NULL,"0",,"2018-09-23",NULL,"2","4","2018-09-24",NULL,"0"
"1283","V 47/2018","47/2018","3","1282","1","3",,,,,NULL,"0",,"2018-09-24",NULL,"2","4","2018-09-24",NULL,"0"
"1284","230/2018","230/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-09-25",NULL,"835","4","2018-09-25",NULL,"0"
"1285","231/2018","231/2018","1",NULL,"1","4",,,,"21551627",NULL,"0",,"2018-09-25",NULL,"7","4","2018-09-25",NULL,"0"
"1286","232/2018","232/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-09-26",NULL,"836","4","2018-09-27",NULL,"0"
"1287","233/2018","233/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-09-26",NULL,"837","4","2018-09-27",NULL,"0"
"1288","234/2018","234/2018","1",NULL,"1","4","2465.00","SEGUROS ATOCHA",,,NULL,"0","PNTF002431","2018-09-29",NULL,"10","4","2018-09-29",NULL,"0"
"1289","235/2018","235/2018","1",NULL,"1","4",,,,,NULL,"0",,"2018-10-02",NULL,"411","4","2018-10-03",NULL,"0"
"1290","V 48/2018","48/2018","3",NULL,"2","3",,,,,NULL,"0",,"2018-10-03",NULL,"833","4","2018-10-03",NULL,"0"
"1291","236/2018","236/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-10-03",NULL,"838","4","2018-10-03",NULL,"0"
"1292","237/2018","237/2018","1",NULL,"2","4",,"PARTICULAR ",,,NULL,"0",,"2018-10-03",NULL,"839","4","2018-10-04",NULL,"0"
"1293","V 49/2018","49/2018","3","1301","1","3",,,,,NULL,"0",,"2018-10-05",NULL,"2","4","2018-10-05",NULL,"0"
"1294","238/2018","238/2018","1",NULL,"1","4",,,,,NULL,"0",,"2018-10-04",NULL,"72","4","2018-10-05",NULL,"0"
"1295","V 50/2018","50/2018","3",NULL,"1","3",,,,,NULL,"0",,"2018-10-05",NULL,"13","4","2018-10-05",NULL,"0"
"1296","239/2018","239/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-10-10",NULL,"845","4","2018-10-11",NULL,"0"
"1297","240/2018","240/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-10-12",NULL,"842","4","2018-10-13",NULL,"0"
"1298","241/2018","241/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-10-13",NULL,"843","4","2018-10-13",NULL,"0"
"1301","242/2018","242/2018","1",NULL,"1","4",,,,,NULL,"0",,"2018-10-13",NULL,"2","4","2018-10-15",NULL,"0"
"1302","243/2018","243/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-10-15",NULL,"844","4","2018-10-16",NULL,"0"
"1303","244/2018","244/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-10-16",NULL,"846","4","2018-10-16",NULL,"0"
"1304","245/2018","245/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-10-16",NULL,"847","4","2018-10-17",NULL,"0"
"1305","246/2018","246/2018","1",NULL,"1","4",,,,,NULL,"0",,"2018-10-17",NULL,"7","4","2018-10-17",NULL,"0"
"1306","P 23/2018","23/2018","2",NULL,"2","1",,,,,NULL,"0",,"2018-10-18",NULL,"848","4","2018-10-18",NULL,"0"
"1307","247/2018","247/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-10-19",NULL,"849","4","2018-10-20",NULL,"0"
"1308","V 51/2018","51/2018","3",NULL,"1","3",,,,,NULL,"0",,"2018-10-20",NULL,"13","4","2018-10-20",NULL,"0"
"1309","248/2018","248/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-10-20",NULL,"850","4","2018-10-21",NULL,"0"
"1310","V 52/2018","52/2018","3",NULL,"1","3",,,,,NULL,"0",,"2018-10-25",NULL,"13","4","2018-10-25",NULL,"0"
"1311","249/2018","249/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-10-25",NULL,"855","4","2018-10-25",NULL,"0"
"1312","250/2018","250/2018","1",NULL,"2","4",,,,,NULL,"0",,"2018-10-26",NULL,"852","4","2018-10-26",NULL,"0"
"1313","V 53/2018","53/2018","3",NULL,"1","3",,,,,NULL,"0",,"2018-10-26",NULL,"13","4","2018-10-26",NULL,"0"
